mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va
108	107	321	321	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	946												12				
109	108	322	322	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	947		articTenutoAbove							156							1
109	108	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	948																1
109	108	322	322	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	949		articStaccatoBelow														1
109	108	645/2	645/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	950																1
109	108	323	323	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	951																1
109	108	647/2	647/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	952		articStaccatoBelow														1
109	108	324	324	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	953									157							1
109	108	649/2	649/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	954																1
109	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																					
109	108	322	322	0.0	0	0	Spanner	3/4	2	1	0																		8	8		
109	108	322	322	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	955													8	8		
109	108	323	323	0.0	1/4	1/4	StaffText	3/4	2	1	0								crescendo										8	8		
109	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	956													8	8		
109	108	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	957													8	8		
110	109	325	325	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	958		articStaccatoAbove														1
110	109	326	326	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	959		articTenutoAbove														1
110	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	960		articTenutoAbove														1
110	109	651/2	651/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	961		articStaccatoBelow														1
110	109	326	326	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	962		articStaccatoBelow														1
110	109	653/2	653/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	963		articStaccatoBelow														1
110	109	327	327	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	964		articStaccatoBelow														1
110	109	655/2	655/2	0.0	5/8	5/8	Spanner	3/4	1	2	0																	13				1
110	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	965		articStaccatoBelow										13				1
110	109	325	325	0.0	0	0	Spanner	3/4	2	1	0																					
110	109	325	325	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	966		articStaccatoBelow														
110	109	651/2	651/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	967		articStaccatoBelow														
110	109	326	326	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	968		articStaccatoBelow														
110	109	653/2	653/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	969																
110	109	327	327	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	970																
110	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	971																
110	109	653/2	653/2	1.5	3/8	3/8	Chord	3/4	2	2	3/8			1/4	3/2	972																
110	109	327	327	1.0	1/2	1/2	Chord	3/4	2	3	1/4			1/4	1	973																
111	110	328	328	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	974		articTenutoAbove							158			13				1
111	110	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	975																1
111	110	328	328	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	976		articStaccatoBelow														1
111	110	657/2	657/2	0.0	1/8	1/8	Spanner	3/4	1	2	0																					1
111	110	657/2	657/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	977		articStaccatoBelow														1
111	110	329	329	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	978		articStaccatoBelow														1
111	110	659/2	659/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	979		articStaccatoBelow														1
111	110	330	330	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	980									159							1
111	110	661/2	661/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	981																1
111	110	328	328	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	982																
111	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	983																
111	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	984																
112	111	331	331	0.0	0	0	Spanner	3/4	1	1	0																					
112	111	331	331	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	985									160							
112	111	994/3	994/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	986									160							
112	111	995/3	995/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	987									160							
112	111	332	332	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	988									160							
112	111	997/3	997/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	989									160							
112	111	998/3	998/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	990									160							
112	111	333	333	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	991																
112	111	331	331	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	992									161							
112	111	333	333	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	993																
112	111	331	331	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco agitato"													
112	111	331	331	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	994									162							
112	111	994/3	994/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	995									162							
112	111	995/3	995/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	996									162							
112	111	332	332	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	997									162							
112	111	997/3	997/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	998									162							
112	111	998/3	998/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	999									162							
112	111	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1000																
113	112	334	334	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	1001									163							
113	112	1003/3	1003/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	1002									163							
113	112	1004/3	1004/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	1003									163							
113	112	335	335	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	1004									163							
113	112	1006/3	1006/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	1005									163							
113	112	1007/3	1007/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	1006									163							
113	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1007									164							
113	112	334	334	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1008									165							
113	112	336	336	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1009									165							
113	112	334	334	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	1010									166							
113	112	1003/3	1003/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	1011									166							
113	112	1004/3	1004/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	1012									166							
113	112	335	335	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	1013									166							
113	112	1006/3	1006/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	1014									166							
113	112	1007/3	1007/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	1015									166							
113	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1016																
114	113	337	337	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1017																
114	113	338	338	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p															
114	113	338	338	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	1018									167							
114	113	1015/3	1015/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	1019									167							
114	113	1016/3	1016/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	1020									167							
114	113	339	339	0.0	1/2	1/2	Spanner	3/4	1	1	0														167			14				
114	113	339	339	0.0	1/2	1/2	Spanner	3/4	1	1	0														167			14				2
114	113	339	339	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	1021									167			14				2
114	113	1018/3	1018/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	1022									167			14				2
114	113	1019/3	1019/3	0.0	2/3	2/3	Spanner	3/4	1	1	0														167							2
114	113	1019/3	1019/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	1023									167							2
114	113	337	337	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	1024		articAccentAbove														2
114	113	337	337	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	1025									168							
114	113	1012/3	1012/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	1026									168							
114	113	1013/3	1013/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	1027									168							
114	113	338	338	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	1028									168							
114	113	1015/3	1015/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	1029									168							
114	113	1016/3	1016/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	1030									168							
114	113	339	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1031																
115	114	340	340	0.0	0	0	Spanner	3/4	1	1	0														167		24					2
115	114	340	340	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	1032									167		24					2
115	114	1021/3	1021/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	1033									167		24					2
115	114	1022/3	1022/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	1034									167		24					2
115	114	341	341	0.0	1/4	1/4	Spanner	3/4	1	1	0														167							2
115	114	341	341	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	1035									167							2
115	114	1024/3	1024/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	1036									167							2
115	114	1025/3	1025/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	1037									167							2
115	114	342	342	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1038																2
115	114	685/2	685/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																					
115	114	340	340	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	1039									169							
115	114	1021/3	1021/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	1040									169							
115	114	1022/3	1022/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	1041									169							
115	114	341	341	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	1042									169							
115	114	1024/3	1024/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	1043									169							
115	114	1025/3	1025/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	1044									169							
115	114	342	342	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1045																
116	115	343	343	0.0	0	0	Dynamic	3/4	1	1	0						f															
116	115	687/2	687/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1046									170							
116	115	344	344	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1047									170							
116	115	689/2	689/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1048									170							
116	115	345	345	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1049																
116	115	343	343	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1050									171							
116	115	344	344	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	1051																
116	115	691/2	691/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1052									172							
116	115	343	343	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1053																
116	115	344	344	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>risoluto"													
116	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1054																
116	115	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1055																
117	116	693/2	693/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1056									173							
117	116	347	347	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1057									173							
117	116	695/2	695/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1058									173							
117	116	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1059																
117	116	346	346	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1060									172							
117	116	348	348	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1061																
117	116	346	346	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1062																
117	116	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1063																
118	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1064									174							
118	117	350	350	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1065									174							
118	117	701/2	701/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1066									174							
118	117	351	351	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1067																
118	117	349	349	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1068									175							
118	117	350	350	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	1069																
118	117	703/2	703/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1070									176							
118	117	349	349	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1071																
118	117	350	350	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1072																
118	117	351	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1073																
119	118	705/2	705/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1074									177							
119	118	353	353	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1075									177							
119	118	707/2	707/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1076									177							
119	118	354	354	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1077																
119	118	352	352	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1078									176							
119	118	354	354	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1079																
119	118	352	352	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1080																
119	118	353	353	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>diminuendo"													
119	118	353	353	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1081																
120	119	711/2	711/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1082									178							
120	119	356	356	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1083									178							
120	119	713/2	713/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1084									178							
120	119	357	357	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1085																
120	119	355	355	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1086									179							
120	119	357	357	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1087																
120	119	355	355	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1088																
120	119	356	356	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1089																
121	120	717/2	717/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1090									180							
121	120	359	359	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1091									180							
121	120	719/2	719/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1092									180							
121	120	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1093									181							
121	120	358	358	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1094									182							
121	120	360	360	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1095									182							
121	120	358	358	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1096																
121	120	359	359	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1097																
122	121	361	361	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>ritenuto"													
122	121	361	361	0.0	0	0	Spanner	3/4	1	1	0																25					
122	121	361	361	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1098		articAccentBelow									25					
122	121	723/2	723/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1099																
122	121	362	362	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1100																
122	121	725/2	725/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1101																
122	121	363	363	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1102																
122	121	361	361	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	1103		articTenutoBelow														
123	122	364	364	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1104											25					
123	122	366	366	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p										25					
123	122	366	366	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1105									183		25					
123	122	729/2	729/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1106									184		25					
123	122	365	365	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1107									184		25					
123	122	731/2	731/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1108									184		25					
123	122	366	366	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1109											25					
123	122	733/2	733/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1110											25					
123	122	364	364	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1111		articTenutoBelow							185							
123	122	365	365	2.0	1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	1112																
123	122	366	366	1.0	1/2	1/2	Chord	3/4	2	3	1/4			1/4	1	1113																
124	123	367	367	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>a tempo"						183							
124	123	367	367	0.0	0	0	Spanner	3/4	1	1	0														183							
124	123	367	367	0.0	0	0	Spanner	3/4	1	1	0														183		26					
124	123	367	367	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1114									183		26					
124	123	368	368	0.0	1/4	1/4	Spanner	3/4	1	1	0																					
124	123	368	368	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1115																
124	123	739/2	739/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1116									186							
124	123	367	367	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1117																
124	123	735/2	735/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1118																
124	123	367	367	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1119																
124	123	737/2	737/2	1.5	3/8	3/8	Chord	3/4	2	1	3/8			1/4	3/2	1120																
124	123	737/2	737/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1121									187							
124	123	369	369	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1122									187							
124	123	739/2	739/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1123									187							
125	124	370	370	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1124									186							
125	124	371	371	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1125									186							
125	124	372	372	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1126									186							
125	124	743/2	743/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1127																
125	124	372	372	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1128																
125	124	370	370	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1129																
125	124	743/2	743/2	1.5	3/8	3/8	Chord	3/4	2	1	3/8			1/4	3/2	1130									188							
125	124	370	370	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1131									187							
125	124	741/2	741/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1132																
125	124	743/2	743/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1133									189							
125	124	372	372	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1134									189							
125	124	745/2	745/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1135									189							
126	125	373	373	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1136									186							
126	125	374	374	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1137									186							
126	125	375	375	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1138									186							
126	125	373	373	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	1139																
126	125	373	373	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1140									188							
126	125	747/2	747/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1141																
126	125	749/2	749/2	1.5	3/8	3/8	Chord	3/4	2	1	3/8			1/4	3/2	1142																
126	125	749/2	749/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1143									190							
126	125	375	375	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	1144									190							
126	125	751/2	751/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	1145									190							
127	126	376	376	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1146																
127	126	755/2	755/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1147		articTenutoAbove														
127	126	378	378	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1148		articTenutoAbove														
127	126	376	376	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1149																
127	126	378	378	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1150																
127	126	376	376	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1151																
127	126	376	376	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1152									190							
127	126	753/2	753/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1153									190							
127	126	377	377	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	1154									190							
127	126	755/2	755/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1155									190							
128	127	379	379	0.0	0	0	Spanner	3/4	1	1	0																27					
128	127	379	379	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1156									191		27					
128	127	380	380	0.0	1/4	1/4	Spanner	3/4	1	1	0																					
128	127	380	380	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	1157																
128	127	763/2	763/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1158		articTenutoAbove							192							
128	127	379	379	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1159																
128	127	381	381	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1160																
128	127	379	379	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1161									193							
128	127	759/2	759/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1162									193							
128	127	380	380	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1163									193							
128	127	761/2	761/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1164									193							
129	128	382	382	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1165		articTenutoAbove							192							
129	128	383	383	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1166									192							
129	128	384	384	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1167									192							
129	128	382	382	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1168																
129	128	382	382	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1169									194							
129	128	765/2	765/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1170									194							
129	128	383	383	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1171									194							
129	128	767/2	767/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1172									194							
129	128	384	384	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1173																
130	129	385	385	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1174									192							
130	129	386	386	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1175									192							
130	129	387	387	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1176									192							
130	129	385	385	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	1177																
130	129	386	386	2.0	1/4	1/4	Chord	3/4	1	3	1/2			1/2	1	1178																
130	129	385	385	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>molto calando"													
130	129	385	385	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1179									195							
130	129	771/2	771/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1180									195							
130	129	386	386	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1181									195							
130	129	773/2	773/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1182									195							
130	129	387	387	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1183									195							
130	129	775/2	775/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1184									195							
131	130	388	388	0.0	0	0	Chord	3/4	1	1	0	acciaccatura		1/8	1	1185									192							
131	130	388	388	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	1186									192							
131	130	390	390	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1187									192							
131	130	388	388	0.0	0	0	StaffText	3/4	2	1	0								(ritenuto)													
131	130	388	388	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1188									196							
131	130	777/2	777/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1189									196							
131	130	389	389	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1190									196							
131	130	779/2	779/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1191									196							
131	130	390	390	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1192									196							
