mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb
27	27	80	80	0.0	1/2	1/2	StaffText	3/4	2	1	0								senza Ped.											
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	219		articStaccatoAbove								4				
28	28	327/4	327/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0						p													
28	28	327/4	327/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																			
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	220									47					
28	28	82	82	0.0	1/4	1/4	Spanner	3/4	1	1	0																5			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	221		articStaccatoAbove									5			
28	28	83	83	0.0	1/2	1/2	Spanner	3/4	1	1	0																			
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	222		articAccentBelow							48					
28	28	83	83	0.0	1/2	1/2	Spanner	3/4	2	1	0																	4	4	
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	223									49			4	4	
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	224		articAccentStaccatoBelow												
29	29	339/4	339/4	0.0	3/16	3/16	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>con moto"											
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	225									50					
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	226		articStaccatoAbove												
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	227									51					
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	228		articStaccatoAbove												
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	229									52					
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	230		articStaccatoBelow										4	4	
29	29	85	85	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	231		articAccentStaccatoAbove												
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	232														
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	233		articStaccatoBelow												
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	234									53					
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	235		articStaccatoBelow												
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	236									54					
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	237														
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	238		articAccentStaccatoAbove												
30	30	89	89	0.0	1/2	1/2	Spanner	3/4	2	1	0																	5	5	
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	239												5	5	
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	240														
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	241									55					
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	242		articStaccatoAbove												
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	243									56					
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	244		articStaccatoAbove												
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	245									57					
31	31	90	90	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>poco accelerando"									5	5	
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	246												5	5	
31	31	91	91	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	247		articAccentStaccatoAbove												
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	248														
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	249		articStaccatoBelow												
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	250									58					
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	251		articStaccatoBelow												
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	252									59					
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	253														
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	254		articAccentStaccatoAbove												
32	32	95	95	0.0	1/2	1/2	Spanner	3/4	2	1	0																	6	6	
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	255												6	6	
33	33	96	96	0.0	0	0	Spanner	3/4	1	1	0																6			
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	256											6			
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	257									60		6			
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	258		articStaccatoAbove									6			
33	33	391/4	391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	259									61		6			
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	260		articStaccatoAbove									6			
33	33	395/4	395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	261									62		6			
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	262												6	6	
33	33	97	97	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	263		articStaccatoAbove							63					
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	264		articStaccatoAbove												
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	265		articStaccatoAbove									6			
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	266									64		6			
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	267		articStaccatoAbove									6			
34	34	403/4	403/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	268									65		6			
34	34	101	101	0.0	1/2	1/2	Spanner	3/4	1	1	0																			
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	269		articStaccatoAbove												
34	34	407/4	407/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	270									66					
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	271		articStaccatoAbove							67					
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	272		articStaccatoAbove												
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	273									68					
35	35	102	102	0.0	0	0	Dynamic	3/4	1	1	0						f													
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	274														
35	35	103	103	0.75	1/4	1/4	Chord	3/4	1	1	3/16			1/8	3/2	275														
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	276									69					
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	277														
35	35	102	102	0.0	0	0	Spanner	3/4	2	1	0																	7	7	
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	278												7	7	
35	35	103	103	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>ritenuto"									7	7	
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	279									70			7	7	
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	280												7	7	
36	36	105	105	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	281														
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	282									71					
36	36	106	106	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	283														
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	1	1	0																7			
36	36	215/2	215/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																			
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	284														
36	36	427/4	427/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	285									72					
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	286		articStaccatoBelow												
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	287														
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0																			
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0																	8	8	
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	288												8	8	
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	289												8	8	
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	290		articAccentBelow							73					
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	291		articAccentStaccatoBelow												
37	37	435/4	435/4	0.0	3/16	3/16	StaffText	3/4	1	1	0								con moto											
37	37	435/4	435/4	0.0	3/16	3/16	Spanner	3/4	1	1	0															5				
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	292									74	5				
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	293		articStaccatoBelow								5				
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	294									75	5				
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	295		articStaccatoBelow								5				
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	296									76	5				
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	297		articStaccatoBelow												
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	298		articAccentStaccatoAbove												
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	299														
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	300		articStaccatoBelow								5				
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	301									77	5				
38	38	112	112	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	302		articStaccatoBelow												
38	38	113	113	0.0	1/2	1/2	Spanner	3/4	1	1	0																8			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	303		articAccentBelow							78		8			
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	304														
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	305		articAccentAbove												
38	38	113	113	0.0	1/2	1/2	Spanner	3/4	2	1	0																	9	9	
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	306												9	9	
39	39	114	114	0.0	0	0	Spanner	3/4	1	1	0																			
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	307		articAccentBelow												
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	308									79					
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	309		articStaccatoAbove												
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	310									80					
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	311		articStaccatoAbove												
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	312									81					
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	313												9	9	
39	39	115	115	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"											
39	39	115	115	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	314		articStaccatoAbove							82					
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	315		articStaccatoAbove												
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0																9			
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	316		articStaccatoBelow									9			
40	40	471/4	471/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																			
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	317									83					
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	318		articStaccatoAbove												
40	40	119	119	0.0	1/2	1/2	Spanner	3/4	1	1	0																10			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	319		articAccentAbove							84		10			
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	320		articStaccatoAbove							85					
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	321														
40	40	119	119	0.0	1/2	1/2	Spanner	3/4	2	1	0																	10	10	
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	322									86			10	10	
41	41	120	120	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre piu mosso"								10			
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0						f										10			
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	323		articAccentAbove									10			
41	41	241/2	241/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																			
41	41	483/4	483/4	0.0	3/16	3/16	Spanner	3/4	1	1	0															6				
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	324									87	6				
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	325		articStaccatoAbove								6				
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	326									88	6				
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	327		articStaccatoAbove								6				
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	328									89	6				
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	329												10	10	
41	41	121	121	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	330		articAccentAbove												
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	331														
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	332		articStaccatoAbove								6				
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	333									90	6				
42	42	124	124	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	334		articStaccatoBelow												
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	1	1	0																11			
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	335									91		11			
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	336														
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	337														
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	2	1	0																	11	11	
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	338												11	11	
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	339											11			
43	43	253/2	253/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																			
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	340									92					
43	43	127	127	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	341		articStaccatoAbove												
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	342									93					
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	343		articStaccatoAbove												
43	43	515/4	515/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	344									94					
43	43	126	126	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"									11	11	
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	345												11	11	
43	43	127	127	0.0	1/4	1/4	Spanner	3/4	2	1	0																			
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	346		articStaccatoAbove							95					
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	347		articStaccatoAbove												
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	348		articStaccatoAbove												
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	349									96					
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	350		articStaccatoAbove												
44	44	131	131	0.0	1/2	1/2	Spanner	3/4	1	1	0															7				
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	351									97	7				
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	352		articStaccatoAbove							98					
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	353		articStaccatoAbove												
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	354														
45	45	132	132	0.0	0	0	Dynamic	3/4	1	1	0						f									7				
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0															7				
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0															7				
45	45	132	132	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	355										7				
45	45	265/2	265/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																			
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	356									99					
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	357		articStaccatoAbove												
45	45	535/4	535/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	358									100					
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	359		articStaccatoAbove												
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	360									101					
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	361														
45	45	133	133	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>strepitoso"											
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	362		articStaccatoAbove							102					
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	363		articStaccatoAbove							102					
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	364		articStaccatoAbove												
46	46	543/4	543/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	365									103					
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	366		articStaccatoAbove												
46	46	547/4	547/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	367									104					
46	46	137	137	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	368		articStaccatoAbove												
46	46	551/4	551/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	369									105					
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	370		articStaccatoAbove												
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	371		articStaccatoAbove							106					
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	372		articStaccatoAbove							106					
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	373		articStaccatoAbove												
47	47	555/4	555/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	374									107					
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	375		articStaccatoBelow												
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	376									108					
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	377		articStaccatoBelow												
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	378									109					
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	379		articStaccatoAbove												
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	380		articStaccatoAbove							110					
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	381		articStaccatoAbove							110					
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	382														
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	383									111					
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	384														
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	385									112					
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	386														
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	387									113					
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	388		articStaccatoAbove												
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	389		articStaccatoAbove							114					
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	390		articStaccatoAbove							114					
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	391														
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	392									115					
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	393		articStaccatoAbove												
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	394									116					
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	395		articStaccatoAbove												
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	396									117					
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	397		articStaccatoBelow												
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	398		articStaccatoAbove							118					
49	49	146	146	0.0	1/2	1/2	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>poco a poco ritenuto"						118					
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	399		articStaccatoAbove							118					
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	400		articStaccatoAbove												
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	401									119					
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	402		articStaccatoBelow												
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	403									120					
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	404		articStaccatoBelow												
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	405														
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	406		articStaccatoAbove												
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	407														
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	408														
51	51	150	150	0.0	0	0	Spanner	3/4	1	1	0															8				
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	409										8				
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	410										8				
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	411										8				
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	412										8				
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	413														
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	414														
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	415														
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	416										8				
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	417										8				
52	52	623/4	623/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																			
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	418														
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	419														
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	420														
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	421														
53	53	156	156	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>Largamento, cantando"											
53	53	156	156	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=92	92.0	𝅘𝅥	92.0	0.0						
53	53	156	156	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	422									121					
53	53	157	157	0.0	1/4	1/4	Dynamic	3/4	1	1	0						mp								121					
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	423									121					
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	424									121					
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	425									121					
53	53	156	156	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	426														
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	427									122					
53	53	157	157	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>espressivo"											
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	428		articStaccatoAbove												
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	429									123					
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	430									121					
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	431									121					
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	432									121					
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	433									121					
54	54	161	161	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	434									121					
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	435									121					
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	436									124					
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	437		articStaccatoAbove												
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	438									121					
